鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
北投區,土地,大屯段三小段51~100地號,119.35,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,632555,5300,,0,0,300759,2782905
北投區,房地(土地+建物),臺北市北投區大度路三段301巷51~100號,38.88,住,,,10107,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860724,75.7,2,2,1,有,無,8800000,116251,,0,0,296957,2779324
萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~50號,3.13,商,,,10107,土地11建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,34.84,1,1,1,有,有,3300000,94725,,0,0,301128,2770426
中正區,土地,南海段五小段551~600地號,3,住,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2074200,691400,,0,0,301115,2769543
中山區,房地(土地+建物),臺北市中山區松江路301~350號,12.92,商,,,10107,土地2建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,661208,121.67,0,0,1,無,有,21880000,179832,,0,0,303790,2772624
中山區,房地(土地+建物)+車位,臺北市中山區明水路651~700號,18.64,商,,,10106,土地1建物1車位1,十二層,12,辦公商業大樓,商業用,鋼筋混凝土造,970319,82.27,2,2,1,有,無,17920000,217820,坡道機械,0,0,305647,2775209
中山區,房地(土地+建物)+車位,臺北市中山區民權東路一段1~50號,4.26,商,,,10106,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961002,48.92,0,0,0,無,有,8200000,167610,升降機械,0,0,302911,2772785
內湖區,土地,大湖段二小段51~100地號,30.26,其他,,,10106,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,1159000,38304,,0,0,310254,2775392
中山區,房地(土地+建物),臺北市中山區長春路1~50號,5.48,商,,,10107,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731128,59.07,1,1,1,有,無,7200000,121892,,0,0,302924,2771927
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~50號,3.54,商,,,10107,土地2建物1車位0,九層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,970312,34,1,2,1,有,有,5950000,174981,,0,0,302928,2773089
信義區,房地(土地+建物),臺北市信義區崇德街1~50號,8.94,住,,,10107,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800124,56.63,1,1,1,有,無,10500000,185417,,0,0,305889,2768582
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街345巷1~50號,76.71,工,,,10107,土地1建物1車位4,七層,7,辦公商業大樓,工業用,鋼筋混凝土造,880918,458.06,0,0,0,無,無,49600000,117997,升降機械,88.56,6000000,308305,2773887
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.42,商,,,10107,土地3建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,202.57,3,2,2,有,有,28960000,142963,坡道平面,29.64,0,300317,2780792
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.26,商,,,10107,土地3建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,200.67,3,2,2,有,有,28800000,143517,坡道平面,29.64,0,300339,2780770
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.12,商,,,10107,土地3建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,181.19,3,2,2,有,有,28900000,159498,升降機械,10.43,0,300329,2780780
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,8.62,商,,,10107,土地3建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,88.41,2,1,1,有,有,14500000,164003,升降機械,10.43,0,300313,2780796
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.28,商,,,10107,土地3建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,182.72,3,2,2,有,有,28670000,156907,升降機械,10.06,0,300328,2780781
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,7.18,商,,,10107,土地3建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,79.84,1,1,1,有,有,11800000,147803,升降機械,10.43,0,300340,2780769
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.44,商,,,10107,土地3建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,201.86,3,2,2,有,有,30000000,148620,升降機械,10.43,0,300309,2780801
士林區,土地,芝山段二小段851~900地號,3.96,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,153325,38760,,0,0,303185,2777257
士林區,土地,芝山段二小段851~900地號,7.91,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,306650,38760,,0,0,303181,2777261
士林區,土地,溪洲段一小段51~100地號,142.25,其他,,,10107,土地10建物0車位0,,,其他,,,,0,0,0,0,有,無,7013000,49301,,0,0,299928,2776571
北投區,房地(土地+建物)+車位,臺北市北投區泉源路1~50號,33.57,住,,,10107,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890615,169.36,3,2,3,有,有,16880000,99669,坡道平面,41.19,0,301372,2781444
士林區,房地(土地+建物)+車位,臺北市士林區雨農路51~100號,49.85,住,,,10106,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940505,219.58,4,2,2,有,有,33660000,153291,坡道平面,0,0,303783,2776930
南港區,房地(土地+建物),臺北市南港區成功路一段94巷2弄1~50號,20.41,工,,,10107,土地4建物2車位0,一層，停車場,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,80.63,0,0,1,無,有,10000000,124023,,0,0,309779,2772296
士林區,土地,永平段三小段701~750地號,6,住,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,907500,151250,,0,0,300795,2775762
北投區,房地(土地+建物)+車位,臺北市士林區大度路三段270巷51~100號,28.27,其他,,,10107,土地1建物1車位1,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010217,179.9,3,2,2,有,有,18950000,126716,坡道平面,42.98,1600000,297130,2779701
文山區,房地(土地+建物)+車位,臺北市文山區木柵路二段109巷100弄1~50號,66.83,住,,,10107,土地2建物1車位1,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850925,113.64,3,2,2,有,有,11388000,100209,坡道機械,0,0,307049,2764938
文山區,房地(土地+建物),臺北市文山區羅斯福路五段201~250號,8.77,其他,,,10107,土地3建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001117,56.15,1,1,1,有,無,11500000,204806,,0,0,304367,2766154
中正區,房地(土地+建物),臺北市中正區羅斯福路三段240巷1~50號,34.85,住,,,10107,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,870610,89.14,3,2,2,有,有,20840000,233779,,0,0,303494,2767855
文山區,房地(土地+建物),臺北市文山區久康街72巷1~50號,32.6,住,,,10108,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701224,111.28,3,1,1,有,無,17000000,152768,,0,0,307196,2764815
大安區,土地,仁愛段二小段701~750地號,35,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5697674,162791,,0,0,305468,2770155
大安區,土地,金華段一小段1~50地號,77,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3586660,46580,,0,0,303664,2769501
大安區,土地,金華段四小段801~850地號,20,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1385720,69286,,0,0,302665,2769001
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.38,商,,,10107,土地3建物1車位2,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,192.78,3,2,2,有,有,33700000,174810,升降機械,20.12,0,300311,2780798
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,8.62,商,,,10107,土地3建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,88.41,2,1,1,有,有,14470000,163664,升降機械,10.43,0,300319,2780790
北投區,房地(土地+建物),臺北市北投區中央北路一段101~150號,7.07,商,,,10107,土地3建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,69.4,1,1,1,有,有,10990000,158358,,0,0,300315,2780794
北投區,房地(土地+建物),臺北市北投區中央北路一段101~150號,8.51,商,,,10107,土地3建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,77.98,2,1,1,有,有,13920000,178515,,0,0,300333,2780776
北投區,房地(土地+建物)+車位,臺北市北投區中央北路101~150號,17.44,商,,,10107,土地3建物1車位2,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,193.04,3,2,2,有,有,32100000,166283,升降機械,20.12,0,300316,2780794
北投區,房地(土地+建物),臺北市北投區中央北路101~150號,7.07,商,,,10107,土地3建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,69.4,1,1,1,有,有,11480000,165418,,0,0,300309,2780801
北投區,房地(土地+建物)+車位,臺北市北投區中央北路ㄧ段101~150號,17.34,商,,,10107,土地3建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,182.98,3,2,2,有,有,29400000,160670,升降機械,10.06,0,300325,2780784
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.46,商,,,10107,土地3建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,212.37,3,2,2,有,有,29300000,137969,坡道平面,39.7,0,300340,2780769
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,7.18,商,,,10107,土地3建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,79.84,3,2,2,有,有,13300000,166591,升降機械,10.43,0,300306,2780804
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,17.34,商,,,10107,土地3建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,182.98,3,2,2,有,有,32600000,178158,升降機械,10.06,0,300308,2780801
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,15.68,商,,,10107,土地3建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,157.81,2,2,2,有,有,26650000,168871,升降機械,10.43,0,300331,2780779
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,7.18,商,,,10107,土地3建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,79.84,1,1,1,有,有,13250000,165965,升降機械,10.43,0,300310,2780799
北投區,房地(土地+建物),臺北市北投區中央北路一段101~150號,8.51,商,,,10107,土地3建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,77.98,2,1,1,有,有,15000000,192365,,0,0,300340,2780769
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,13.81,商,,,10107,土地3建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,148.15,3,2,2,有,有,25280000,170638,升降機械,10.06,0,300312,2780797
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,13.77,商,,,10107,土地3建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010423,148.09,3,2,2,有,有,26600000,179617,升降機械,10.06,0,300327,2780782
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段101~150號,15.75,商,,,10107,土地3建物1車位1,十五層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010423,177.02,3,2,2,有,有,28880000,163142,坡道平面,29.64,0,300340,2780769
文山區,房地(土地+建物),臺北市文山區指南路三段1~50號,10.01,住,,,10107,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970508,37.85,1,1,0,有,有,4850000,128127,,0,0,308562,2764011
中正區,房地(土地+建物),臺北市中正區和平西路二段51~100號,10.22,住,,,10107,土地2建物2車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690416,53.03,1,1,1,有,無,10860000,204799,,0,0,301584,2769110
文山區,房地(土地+建物),臺北市文山區木柵路三段49巷1~50號,12.98,商,,,10106,土地1建物1車位0,四層,17,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,831111,108.76,3,2,2,有,有,15000000,137913,,0,0,307191,2764631
文山區,房地(土地+建物),臺北市文山區忠順街二段90巷1~50號,17.8,住,,,10107,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830126,57.4,1,1,1,有,有,7280000,126825,,0,0,307021,2764176
文山區,房地(土地+建物),臺北市文山區興隆路四段1~50號,38.05,住,,,10107,土地2建物1車位0,一層，騎樓,5,店面(店鋪),商業用,鋼筋混凝土造,680515,98.21,0,0,1,有,無,20810000,211893,,0,0,306490,2764890
文山區,房地(土地+建物),臺北市文山區羅斯福路五段201~250號,12.66,其他,,,10107,土地1建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001117,77.19,2,2,1,有,有,14400000,186553,,0,0,304367,2766154
中正區,房地(土地+建物)+車位,臺北市中正區濟南路二段1~50號,12.95,住,,,10105,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960129,79.48,2,1,1,有,有,16000000,201310,坡道機械,0,0,303271,2770442
萬華區,房地(土地+建物),臺北市萬華區峨眉街51~100號,4.31,商,,,10107,土地1建物1車位0,四層,9,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,660727,33.24,1,1,1,有,有,3000000,90242,,0,0,300856,2770743
萬華區,房地(土地+建物),臺北市萬華區漢口街二段51~100號,2.37,商,,,10107,土地2建物1車位0,二層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,850106,28.41,1,0,1,有,有,3000000,105607,,0,0,301001,2770975
中山區,房地(土地+建物),臺北市中山區林森北路401~450號,7,商,,,10107,土地2建物1車位0,十二層,13,辦公商業大樓,商業用,鋼筋混凝土造,730927,175.65,0,0,0,無,有,17200000,97921,,0,0,303109,2772541
內湖區,房地(土地+建物),臺北市內湖區民權東路六段101~150號,7.42,商,,,10107,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,84.75,2,1,1,有,有,15500000,182886,,0,0,309576,2773480
中山區,房地(土地+建物),臺北市中山區龍江路251~300號,7.6,住,,,10107,土地1建物1車位0,七層,8,套房(1房1廳1衛),商業用,鋼筋混凝土造,890302,37.21,1,1,1,有,無,7100000,190819,,0,0,304545,2772660
中山區,房地(土地+建物),臺北市中山區長春路201~250號,2.77,商,,,10107,土地2建物1車位0,九層,12,其他,住家用,鋼筋混凝土造,830812,30.29,0,0,1,無,有,4500000,148541,,0,0,304250,2771924
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段101~150號,26.16,住,,,10107,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000826,170.77,3,2,2,有,無,26300000,165961,升降機械,19.52,1200000,300116,2769100
內湖區,房地(土地+建物),臺北市內湖區金龍路222巷1~50號,20.09,住,,,10107,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821213,64.49,2,1,2,有,有,9650000,149636,,0,0,309179,2775616
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,3.67,商,,,10107,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971229,43.77,1,1,1,有,有,7930000,181185,,0,0,303164,2772135
中山區,房地(土地+建物),臺北市中山區民權東路二段151~200號,23.92,住,,,10107,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691202,145.69,4,2,2,有,無,19000000,130415,,0,0,304005,2772750
中山區,房地(土地+建物),臺北市中山區南京東路二段101~150號,3.28,其他,,,10107,土地3建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,49.95,1,0,1,有,有,12500000,250253,,0,0,303707,2771582
中山區,房地(土地+建物),臺北市中山區林森北路119巷51~100號,6.72,商,,,10107,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,771216,54.35,2,1,1,有,有,8200000,150869,,0,0,303281,2771408
萬華區,土地,青年段一小段751~800地號,72,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1725840,23970,,0,0,300482,2768403
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路101~150號,5.31,商,,,10107,土地1建物1車位1,二層,14,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,970131,66.21,0,1,1,無,有,11320000,170961,塔式車位,9.48,0,301462,2770526
松山區,房地(土地+建物),臺北市松山區八德路四段751~800號,7.54,商,,,10107,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,860613,67.16,2,1,1,有,有,11150000,166029,,0,0,308339,2771570
信義區,房地(土地+建物),臺北市信義區基隆路一段101~150號,3.88,商,,,10107,土地2建物1車位0,六層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802,33.57,2,1,1,有,無,10100000,300871,,0,0,307196,2770767
信義區,房地(土地+建物),臺北市信義區景雲街1~50號,29.01,住,,,10106,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700416,98.93,2,2,2,有,有,13700000,138482,,0,0,307917,2768036
內湖區,房地(土地+建物),臺北市內湖區康樂街72巷17弄1~50號,28.72,住,,,10107,土地3建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731115,102.44,3,2,2,有,無,9800000,95666,,0,0,312403,2773631
中山區,房地(土地+建物),臺北市中山區農安街51~100號,9.81,住,,,10107,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,910320,39.46,1,1,1,有,有,7650000,193867,,0,0,303322,2773037
